102;-12.760539;-7.326464;-34.410819;-21.100516;0;0;0;0;0;0;0;0;1617368813;0;;13:06:52.649
102;-4.955367;29.556429;14.349996;-0.284232;0;0;0;0;0;0;0;0;1617368813;0;;13:06:52.649
103;13.048511;10.516599;-27.682739;18.69576;0;0;0;0;0;0;0;0;1617368813;0;;13:06:52.650
103;6.036199;3.638923;-24.556183;53.514228;0;0;0;0;0;0;0;0;1617368813;0;;13:06:52.650
104;-36.086295;22.847049;-20.453513;-52.829827;0;0;0;0;0;0;0;0;1617368813;0;;13:06:52.663
104;-18.748118;16.044171;-0.228134;-23.041524;0;0;0;0;0;0;0;0;1617368813;0;;13:06:52.663
105;4.989027;2.393536;-13.052251;14.21536;0;0;0;0;0;0;0;0;1617368813;0;;13:06:52.678
105;-2.561831;-11.440354;-34.362201;-65.519307;0;0;0;0;0;0;0;0;1617368813;0;;13:06:52.678
106;-14.136822;12.753059;-9.215113;-93.882709;0;0;0;0;0;0;0;0;1617368813;0;;13:06:52.679
106;-16.481739;4.629996;-1.4997;20.303917;0;0;0;0;0;0;0;0;1617368813;0;;13:06:52.679
107;4.46918;6.432628;-3.392089;62.998615;0;0;0;0;0;0;0;0;1617368813;0;;13:06:52.693
107;-12.094836;25.371481;-25.191966;28.827149;0;0;0;0;0;0;0;0;1617368813;0;;13:06:52.693
108;-15.931974;0.029919;3.982993;-47.545348;0;0;0;0;0;0;0;0;1617368813;0;;13:06:52.725
108;-1.641816;29.92294;-25.382701;-34.575375;0;0;0;0;0;0;0;0;1617368813;0;;13:06:52.725
109;19.855129;-5.437815;-31.998584;39.852374;0;0;0;0;0;0;0;0;1617368813;0;;13:06:52.725
109;-19.978546;-34.964325;-19.922447;-88.57953;0;0;0;0;0;0;0;0;1617368813;0;;13:06:52.725
110;-15.378469;39.145533;-32.294036;-47.014282;0;0;0;0;0;0;0;0;1617368813;0;;13:06:52.726
110;1.50718;32.454852;0.968634;27.241431;0;0;0;0;0;0;0;0;1617368813;0;;13:06:52.726
111;11.137422;18.789257;6.215714;41.804602;0;0;0;0;0;0;0;0;1617368813;0;;13:06:52.727
111;-4.375683;24.780577;-13.149488;-26.433613;0;0;0;0;0;0;0;0;1617368813;0;;13:06:52.727
112;-14.611789;10.681154;-43.689511;-107.840015;0;0;0;0;0;0;0;0;1617368813;0;;13:06:52.753
112;-11.268319;25.113428;0.590904;49.845387;0;0;0;0;0;0;0;0;1617368813;0;;13:06:52.753
113;3.448188;-11.851743;-18.867795;38.322755;0;0;0;0;0;0;0;0;1617368813;0;;13:06:52.754
113;-10.976606;-3.205094;-29.724725;-55.458976;0;0;0;0;0;0;0;0;1617368813;0;;13:06:52.754
114;-30.446526;32.91486;-3.399569;-2.969481;0;0;0;0;0;0;0;0;1617368813;0;;13:06:52.768
114;-0.056098;44.542208;-0.691881;-89.267672;0;0;0;0;0;0;0;0;1617368813;0;;13:06:52.768
115;11.118723;31.531097;-33.337468;91.672428;0;0;0;0;0;0;0;0;1617368813;0;;13:06:52.769
115;-15.374729;-12.846556;-44.358953;-128.357106;0;0;0;0;0;0;0;0;1617368813;0;;13:06:52.769
