102.5;0.342201;9.096372;-18.074936;12.70631;1617368813
104.5;-13.101805;7.4611;-17.024025;-31.793824;1617368813
106.5;-9.561054;12.296791;-9.824717;4.561743;1617368813
108.5;-4.424302;-2.61232;-18.330185;-32.71197;1617368813
110.5;-1.777387;28.792555;-9.564794;-1.100466;1617368813
112.5;-8.352132;5.184436;-22.922782;-18.782713;1617368813
114.5;-8.689658;24.035402;-20.446968;-32.230458;1617368813
116.5;-5.588346;17.634563;-28.676618;11.829304;1617368813
118.5;-7.779927;29.238538;-5.291958;-13.184082;1617368813
120.5;-3.112532;19.411016;-25.558476;-58.951108;1617368813
122.5;-8.576526;35.424332;-20.848072;15.90112;1617368813
124.5;-6.706576;24.759073;-21.913009;-25.437865;1617368813
126.5;-8.76726;27.86132;-22.675948;-1.944748;1617368813
128.5;-5.24521;30.172578;-24.948873;-36.967976;1617368813
130.5;-5.177891;29.423663;-23.431408;-5.422855;1617368813
132.5;2.465529;30.573682;-36.61923;-19.939277;1617368813
134.5;-4.004498;13.865679;-33.068195;-16.122709;1617368813
136.5;-4.829146;19.81212;-33.014902;-46.992778;1617368813
138.5;1.456691;30.034202;-24.557118;3.967099;1617368813
140.5;1.820396;7.439596;-40.019734;-35.14571;1617368813
142.5;-2.628215;37.997384;-22.722697;-10.012647;1617368813
144.5;-4.825406;15.621562;-38.963213;-47.666895;1617368813
146.5;0.094432;21.655891;-39.455945;-9.155275;1617368813
148.5;2.866633;30.326849;-26.455117;1.522139;1617368813
150.5;1.473521;23.883001;-36.027391;-19.358657;1617368813
152.5;-6.518646;29.589153;-37.039034;-36.662239;1617368813
154.5;4.477595;63.500696;-45.338807;-8.711162;1617368813
156.5;3.93531;79.164332;-49.103016;-22.387041;1617368813
158.5;8.04359;98.31262;-14.03304;-9.098242;1617368813
160.5;6.449457;72.624182;-42.538557;-20.157126;1617368813
162.5;3.790389;77.19808;-42.899457;-0.537611;1617368813
164.5;8.335302;57.609419;-44.222447;-45.318238;1617368813
166.5;9.037468;60.687357;-37.768315;-3.757664;1617368813
168.5;8.323147;45.829669;-37.815998;-43.192105;1617368813
170.5;4.736583;47.422866;-38.597637;-8.476483;1617368813
172.5;10.662455;46.184025;-47.670635;-1.422097;1617368813
174.5;4.419627;36.353698;-39.81591;-39.245575;1617368813
176.5;6.203559;25.307903;-43.661462;-23.125671;1617368813
178.5;8.646649;33.154213;-35.484171;-16.300354;1617368813
180.5;4.87496;18.827591;-49.303101;-10.886849;1617368813
182.5;6.825317;20.39087;-46.234513;-37.74868;1617368813
184.5;0.489927;22.928392;-40.058068;-2.878788;1617368813
186.5;3.491197;12.167765;-51.675133;-15.784248;1617368813
188.5;8.04172;-3.265868;-65.169627;-58.129265;1617368814
190.5;2.115848;16.6491;-54.220135;10.390377;1617368814
192.5;5.196591;-5.940831;-64.667545;-26.567314;1617368814
194.5;6.246568;14.486502;-55.986302;-25.42384;1617368814
196.5;11.600235;-1.154694;-64.4712;-19.845779;1617368814
198.5;1.524944;0.666637;-58.744479;-38.88561;1617368814
125.25;37.475668;25.737057;-4.398122;-3.725875;1617368814
102;74.726006;57.736576;53.256175;-5.275129;1617368814
104;75.440327;54.615629;62.784505;-25.519207;1617368814
106;73.550742;64.312255;54.571685;3.508961;1617368814
108;70.907568;48.900127;57.109207;-20.089808;1617368814
110;73.732128;61.587737;57.068068;-21.242632;1617368814
112;73.444155;52.116441;61.262366;8.854213;1617368814
114;74.995279;58.968873;61.959858;-6.145591;1617368814
116;80.860377;35.296241;58.823016;-31.679758;1617368814
118;73.347853;62.158072;67.304175;2.299103;1617368814
120;76.688519;53.617076;67.176083;-15.203628;1617368814
122;76.81848;51.483463;63.808303;-26.407434;1617368814
124;81.234367;45.389296;60.887441;6.856172;1617368814
126;75.047637;47.500469;78.250862;-5.450904;1617368814
128;78.33314;44.739488;64.341239;-19.030481;1617368814
130;75.143005;44.567453;70.869234;14.21349;1617368814
132;78.556599;37.888926;70.271785;-50.485844;1617368814
134;81.257741;61.656926;80.477972;17.757045;1617368814
136;87.053651;38.657476;67.274255;-19.886918;1617368814
138;81.734579;44.647861;80.073128;3.75112;1617368814
140;83.313751;34.383705;81.31945;-11.565641;1617368814
142;80.16756;44.936768;79.813205;-16.067545;1617368814
144;89.662231;48.682278;74.248234;-8.147372;1617368814
146;89.310681;37.340096;87.635206;-24.916148;1617368814
148;82.735937;49.434933;83.080008;-8.42319;1617368814
150;93.987426;27.46489;84.09726;-16.046041;1617368814
152;86.73015;42.500223;88.127003;-19.82521;1617368814
154;91.016075;36.905333;78.129315;10.365133;1617368814
