1.518022,0.005068,0.134717,-0.267689,0.188180,23953182.556045
6.383645,-0.177892,0.539670,-1.104910,0.128625,100261482.125254
12.637110,-0.739285,1.078095,-2.029584,-0.672654,196979886.470361
16.341280,-1.288552,1.294764,-2.363282,-1.741515,251585245.640838
15.202383,-1.253995,1.161732,-1.913067,-2.540040,228705370.072680
9.026575,-0.631144,1.015457,-0.838854,-2.483119,126793464.572512
-0.557230,0.149880,0.725646,0.354186,-1.802391,-26905396.167453
-10.871687,0.823572,0.317976,1.226057,-0.583624,-189134377.701550
-19.140687,1.319348,0.004650,1.920463,1.637607,-315922221.829287
-23.312663,1.583330,-0.260227,2.622298,3.133862,-375588370.681673
-22.552353,1.571035,-0.487053,2.864151,3.057437,-356262726.528631
-17.326318,1.207730,-0.615533,2.413290,2.880543,-266848561.999584
-9.130456,0.553949,-0.819089,1.508839,2.766361,-132317550.285276
0.007318,-0.164886,-1.139606,0.348830,2.032601,14451100.751522
8.082967,-0.691372,-1.371088,-0.797407,0.647460,141596462.654938
13.580822,-0.793246,-1.431656,-1.815601,-0.715153,225585404.239495
15.747878,-0.480404,-1.530798,-2.701740,-1.664309,255378157.879325
14.644823,-0.126169,-1.891228,-3.138181,-2.655426,232989836.891791
11.001604,0.074283,-2.004541,-2.686914,-3.362367,170956592.387620
5.947083,0.249301,-1.588875,-1.472818,-2.955264,87864512.194990
0.698773,0.329989,-0.740428,0.053882,-1.731484,3335915.371818
-3.708960,0.094817,0.619625,1.550811,-0.521225,-66279725.425346
-6.604598,-0.373554,1.915248,2.418473,0.347863,-110677328.395325
-7.745591,-0.693716,2.780970,2.552655,1.656750,-126521740.457752
-7.279861,-0.661713,3.279605,2.351756,3.454061,-116704164.792937
-5.633321,-0.506916,3.213076,1.766402,4.097955,-88445922.912281
-3.363985,-0.380830,3.101222,0.676924,3.110397,-50911822.901393
-1.021556,-0.065687,3.922921,-0.809213,1.485688,-12956735.914753
0.958712,0.503476,5.706010,-1.786983,-0.073437,18543126.895393
2.313409,1.115505,7.008912,-1.490747,-1.259364,39557364.922754
2.959360,1.440512,5.966705,-0.749589,-1.783848,48978097.537301
