166.500000,-122.635059,-16.666864,218.110030,-96.130388,1618432612.407393
168.500000,-124.705094,-19.710208,218.606502,-98.740839,1618432612.422751
170.500000,-122.123628,-21.702639,217.089973,-101.191408,1618432612.445596
172.500000,-120.123717,-5.176957,215.836171,-91.630354,1618432612.467383
174.500000,-126.977083,-5.895017,226.638872,-96.509988,1618432612.482731
176.500000,-123.655117,-17.983309,218.080111,-99.871223,1618432612.505632
178.500000,-122.603270,-14.110643,220.705521,-102.251670,1618432612.527405
180.500000,-119.084024,-13.162578,225.494463,-100.476152,1618432612.542786
182.500000,-119.185002,-18.058107,221.684440,-97.624478,1618432612.565590
184.500000,-123.105352,-8.818684,227.361608,-84.956502,1618432612.587402
186.500000,-124.974367,-9.957484,222.698888,-101.334459,1618432612.602773
188.500000,-121.837526,-15.809492,222.942916,-97.007395,1618432612.625579
190.500000,-118.240677,-18.304005,224.639896,-96.650235,1618432612.647454
192.500000,-120.644498,-10.438996,228.175036,-98.336929,1618432612.662763
194.500000,-125.770966,-15.632782,231.685867,-96.424906,1618432612.685580
196.500000,-122.843559,-18.640596,229.282047,-99.477599,1618432612.707414
198.500000,-117.919981,-24.905864,231.068784,-99.299019,1618432612.722744
125.250000,-123.899146,-8.515752,231.989734,-90.450415,1618432612.749162
102.000000,-121.095156,-9.017834,231.557776,-98.643601,1618432612.764166
104.000000,-119.335533,-13.226156,231.051019,-98.261196,1618432612.786506
106.000000,-123.950569,-22.213136,230.769592,-95.370254,1618432612.816687
108.000000,-122.871608,-19.266095,232.423563,-104.585367,1618432612.836670
110.000000,-121.287760,-17.629888,231.687737,-85.057480,1618432612.847278
112.000000,-124.789242,-8.217495,233.064020,-99.506583,1618432612.865076
114.000000,-124.683590,-15.601928,230.353528,-98.062047,1618432612.888265
116.000000,-124.827576,-22.465579,230.307714,-100.006795,1618432612.911615
118.000000,-113.435841,-14.738946,228.162882,-93.527418,1618432612.925417
120.000000,-130.762797,-17.285818,231.301593,-99.852524,1618432612.944159
122.000000,-123.661662,-11.556291,231.151062,-97.178495,1618432612.966500
124.000000,-121.305525,-23.009734,225.490723,-100.843597,1618432612.989003
126.000000,-124.852820,-8.083794,235.520200,-99.919842,1618432613.016691
128.000000,-124.583547,-11.246814,236.768391,-83.922420,1618432613.027244
130.000000,-128.710527,-13.708603,245.598295,-93.972466,1618432613.045078
132.000000,-123.085717,-8.259569,250.982816,-89.561254,1618432613.064197
134.000000,-129.916645,-12.172439,243.460942,-94.177226,1618432613.086508
136.000000,-125.445594,-16.980081,244.112620,-99.918907,1618432613.105112
138.000000,-126.690981,-10.320254,240.064178,-91.793974,1618432613.124228
140.000000,-125.952351,-14.718376,238.565413,-101.964632,1618432613.146490
142.000000,-130.710438,-9.278692,238.426102,-80.686472,1618432613.165065
144.000000,-122.599530,-19.842974,234.473963,-98.494005,1618432613.184193
146.000000,-127.256641,-11.881662,233.908303,-100.149846,1618432613.206623
148.000000,-126.106622,2.831104,234.460873,-88.181231,1618432613.225091
150.000000,-126.995783,-16.055391,230.403082,-95.916279,1618432613.244206
152.000000,-125.876618,-8.615795,232.722755,-94.657803,1618432613.266531
154.000000,-125.641939,-13.492624,232.474051,-94.276333,1618432613.285187
156.000000,-130.678649,-6.908530,235.732439,-81.806572,1618432613.304199
158.000000,-123.521416,-18.776168,230.737803,-91.798649,1618432613.326504
160.000000,-129.063012,-10.094925,229.527945,-89.330315,1618432613.349005
162.000000,-122.262004,-13.209327,226.485536,-86.149530,1618432613.376624
164.000000,-120.363070,-19.947691,223.314101,-95.558184,1618432613.387191
166.000000,-130.925483,-17.173621,227.397137,-88.918926,1618432613.405076
168.000000,-125.517587,-22.637614,224.822216,-101.453201,1618432613.424165
170.000000,-124.514359,-29.061828,225.218645,-93.573232,1618432613.449912
172.000000,-123.421373,-18.710719,232.654501,-100.325621,1618432613.469342
174.000000,-118.327630,-26.071778,221.317930,-103.490512,1618432613.484235
176.000000,-122.990350,-37.023140,216.756187,-77.687072,1618432613.506588
178.000000,-122.603270,-24.855375,237.921215,-98.400508,1618432613.529006
180.000000,-115.259977,-38.905244,226.447202,-85.524967,1618432613.556648
182.000000,-124.427407,-29.697611,224.859615,-87.480000,1618432613.567293
184.000000,-124.841600,-44.443101,231.302528,-100.691196,1618432613.585120
186.000000,-125.080954,-46.656187,221.895744,-94.078118,1618432613.604206
188.000000,-120.714621,-46.754359,226.768834,-88.334567,1618432613.626494
190.000000,-126.131866,-61.689650,225.025105,-117.162651,1618432613.645086
192.000000,-131.174186,-51.112278,222.906452,-91.828569,1618432613.664186
194.000000,-130.378522,-57.731901,223.564675,-101.941258,1618432613.686502
196.000000,-128.028930,-63.527811,218.058607,-109.316341,1618432613.705106
198.000000,-135.155310,-68.001666,222.099569,-95.697495,1618432613.724180
149.750000,-135.660664,-83.545158,215.524825,-98.601995,1618432613.746504
101.500000,-134.804694,-68.246629,214.441189,-102.221751,1618432613.765589
103.500000,-142.398561,-75.610492,220.049169,-90.429846,1618432613.787389
105.500000,-138.618457,-84.659180,216.878668,-95.028988,1618432613.802748
107.500000,-141.451431,-90.154028,213.375317,-99.260685,1618432613.825592
109.500000,-144.859415,-89.634182,213.074255,-96.681089,1618432613.847383
111.500000,-143.665452,-104.894844,207.767337,-113.389092,1618432613.862735
113.500000,-143.312966,-88.582335,208.954755,-90.443871,1618432613.885598
115.500000,-150.026087,-101.882355,206.330281,-94.899961,1618432613.907389
117.500000,-153.379842,-106.527310,200.758765,-118.494990,1618432613.922752
119.500000,-155.510650,-101.702839,217.121762,-97.096218,1618432613.945631
121.500000,-147.394132,-119.014836,204.559438,-96.587591,1618432613.967407
123.500000,-162.683778,-115.302986,206.721100,-90.637410,1618432613.982790
125.500000,-158.880300,-109.931554,215.397668,-97.315002,1618432614.021312
