2.465860,-1.816221,-0.246836,3.230203,-1.423688,23968937.397858
10.351036,-7.632864,-1.078259,13.528100,-5.997830,100327427.591383
20.431691,-15.025856,-2.248029,26.572010,-11.905868,197109446.996993
26.296620,-19.138616,-2.841984,33.875377,-15.281532,251750722.012412
24.252356,-17.326435,-2.059049,30.816821,-13.777487,228855797.553453
14.043848,-9.637201,-0.257742,17.323227,-7.474283,126876861.046059
-1.621888,1.940749,1.548082,-3.174895,1.697318,-26923092.783449
-18.355818,14.316349,2.850450,-24.938446,11.155073,-189258777.964064
-31.641869,24.202736,3.416139,-41.978342,18.522338,-316130014.868828
-38.174862,29.008121,3.208533,-50.072544,22.313505,-375835408.223479
-36.649827,27.543388,2.553708,-47.631843,21.789032,-356497052.921771
-27.885634,20.463025,1.584150,-35.922651,16.863222,-267024077.585587
-14.366320,9.945900,0.237204,-18.261134,8.792288,-132404580.143419
0.579155,-1.315355,-1.157337,1.177137,-0.317129,14460605.743288
13.686002,-11.043730,-2.110611,18.330366,-8.433462,141689595.576777
22.507336,-17.592836,-2.558819,30.008230,-13.981964,225733779.611817
25.853304,-19.925045,-2.708072,34.474107,-16.198460,255546128.982839
22.749883,-18.066216,-2.418498,31.813311,-14.968131,233143082.417083
12.727696,-13.127654,-1.313024,23.618739,-10.916418,171069036.488077
-1.306062,-6.566442,0.330371,12.321181,-5.478072,87922303.741164
-13.949730,0.080309,1.630882,0.581956,-0.047530,3338109.517533
-20.900159,5.408169,2.026362,-9.251487,4.293234,-66323319.908784
-20.453862,8.666154,1.663178,-15.606671,7.018387,-110750124.726485
-13.479778,9.695665,1.113384,-17.917718,8.174777,-126604958.209348
-2.678154,8.711594,0.746812,-16.566305,7.662820,-116780925.182756
8.518214,6.326369,0.343129,-12.615095,5.681762,-88504096.872754
17.028212,3.517619,-0.233633,-7.389962,3.024175,-50945309.378187
20.904888,0.956272,-0.684816,-2.082159,0.444275,-12965258.010457
19.669811,-1.267580,-0.790274,2.453961,-1.639126,18555323.354900
14.200923,-2.847168,-0.664875,5.573213,-3.008902,39583383.177258
6.290802,-3.516065,-0.440190,7.063113,-3.603099,49010312.135448
-1.947215,-3.466768,0.031124,7.307774,-3.239633,48119208.330035
-8.645378,-2.993321,0.596095,6.803317,-1.918482,39711359.577252
-12.584369,-2.273316,0.949530,5.948172,-0.305627,27165299.816264
-13.365343,-1.416361,1.033161,4.759023,0.928125,13643668.640730
-11.354707,-0.583697,0.692979,2.934633,1.342581,1571848.611917
-7.460094,0.182827,-0.020650,0.470520,0.928275,-7582126.114917
-2.824785,0.867939,-0.747864,-2.296075,0.083877,-13271708.032748
1.470849,1.322589,-1.212483,-4.816209,-0.624703,-15668322.243761
4.632759,1.525891,-1.381591,-6.530053,-0.757815,-15388396.673382
6.265787,1.601620,-1.337264,-7.109384,-0.666893,-13233032.138216
6.373469,1.510078,-0.749221,-6.413913,-0.529969,-9991791.862189
5.269941,1.188783,0.371724,-4.597272,-0.110543,-6328809.290754
3.443578,0.707714,1.260063,-2.096626,0.374639,-2742620.808847
1.414114,0.179585,1.537009,0.618585,0.693631,424300.310044
-0.383240,-0.366223,1.312507,3.107421,1.008527,2953885.290089
-1.667303,-0.856518,0.681062,4.898258,1.384148,4720720.171430
-2.329981,-1.118095,-0.221933,5.555337,1.471103,5672041.346061
-2.413297,-1.085822,-1.006441,4.946671,1.145037,5820919.519765
-2.060343,-0.681694,-1.499638,3.291661,0.468569,5246742.307590
-1.457908,-0.130372,-1.763523,1.132504,-0.505607,4094302.346429
-0.785821,0.150602,-1.737696,-0.843621,-1.572092,2564255.374855
-0.182452,0.203082,-1.544157,-2.202166,-2.494188,891934.617690
0.270532,0.232724,-1.173977,-2.660534,-2.941655,-683506.047257
0.546368,0.362959,-0.438511,-2.274316,-2.830849,-1953708.455072
0.659987,0.591306,0.303203,-1.667104,-1.893878,-2771822.856321
0.650017,0.694832,0.755211,-0.969957,-0.010205,-3072371.070643
0.561839,0.657733,1.032923,0.086410,2.022628,-2876010.321869
0.435410,0.534763,1.131593,1.052446,3.578006,-2278643.328362
0.299236,0.120581,1.013147,1.528146,4.130358,-1427903.624599
0.169803,-0.577417,0.520873,1.513204,3.278586,-492597.043015
0.054565,-1.198524,-0.258456,0.990212,1.602256,368316.510399
